Date,Time,AKSUSE1QTS_M01U_ival,AKSUSE1QTS_M01U_unit,AKSUSE1MF01M01U_ival,AKSUSE1MF01M01U_unit,AKSUSE2QTS_M01U_ival,AKSUSE2QTS_M01U_unit,AKSUSE2MF01M01U_ival,AKSUSE2MF01M01U_unit,Aeration_rate:_total_of_5EE_if_all_14_aerators_per_tank_are_blowing_EnergieeinheitenBB1_ival,EnergieeinheitenBB1_unit,DO_AKBBBB1QO2_M01U_ival,DO_AKBBBB1QO2_M01U_unit,DO_AKBBBB1QO2_M02U_ival,DO_AKBBBB1QO2_M02U_unit,Schlammalter_ival,Schlammalter_unit,Aerobic_sludge_age_Aerobes_Schlammalter_ival,Aerobes_Schlammalter_unit,Ammonia_AKBVBW1QNH4H01_ival,AKBVBW1QNH4H01_unit,Nitric_oxide_AKBVBW1QNO_H01_ival,AKBVBW1QNO_H01_unit,phosphate_AKBVBW1QPO4H01_ival,AKBVBW1QPO4H01_unit,Redox_Potential_AKBVBW1QROXH01_ival,AKBVBW1QROXH01_unit,pH_in_tank_AKBVBW1QPH_H01_ival,AKBVBW1QPH_H01_unit,TS_AKBVBW1QTS_H01_ival,AKBVBW1QTS_H01_unit,AKBVBW1QTS_H02_ival,AKBVBW1QTS_H02_unit,AKBNKB1ML02H01RW01_ival,AKBNKB1ML02H01RW01_unit,AKBNKB2ML02H01RW01_ival,AKBNKB2ML02H01RW01_unit,AKBNKB3ML02H01RW01_ival,AKBNKB3ML02H01RW01_unit,AKBNKB4ML02H01RW01_ival,AKBNKB4ML02H01RW01_unit,BOD_AKMVKL2LBSBM12_ival,AKMVKL2LBSBM12_unit,AKMVKL2LBSBM11_ival,AKMVKL2LBSBM11_unit,COD_AKMVKL2LCSBM12_ival,AKMVKL2LCSBM12_unit,AKMVKL2LCSBM11_ival,AKMVKL2LCSBM11_unit,AKMVKL2LNH4M12_ival,AKMVKL2LNH4M12_unit,AKMVKL2LPO4M12_ival,AKMVKL2LPO4M12_unit,AKMVKL2LPO4M14_ival,AKMVKL2LPO4M14_unit,AKMVKL2LPH_M11_ival,AKMVKL2LPH_M11_unit,Conductivity_AKMVKL2LLF_M11_ival,AKMVKL2LLF_M11_unit,AKBBBB1XS02M11_ival,AKBBBB1XS02M11_unit,AKBNKB1XS01M21_ival,AKBNKB1XS01M21_unit,AKBNKB2XS01M21_ival,AKBNKB2XS01M21_unit,AKBNKB3XS01M21_ival,AKBNKB3XS01M21_unit,AKBNKB4XS01M21_ival,AKBNKB4XS01M21_unit
06.12.2025,12:00:00,3.08,g/l,0.00,m³/h,7.71,g/l,75.02,m³/h,1.6,EE,13.6,mg/l,10.0,mg/l,16.83,Tage,7.17,Tage,0.8,mg/l,4.9,mg/l,0.2,mg/l,92,mV,7.33,,4.5,g/l,4.6,g/l,549,m³/h,224,m³/h,671,m³/h,1182,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,11.00,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
06.12.2025,13:00:00,3.07,g/l,0.00,m³/h,7.93,g/l,75.07,m³/h,1.7,EE,14.1,mg/l,10.0,mg/l,16.12,Tage,7.80,Tage,2.1,mg/l,4.5,mg/l,0.4,mg/l,74,mV,7.36,,4.4,g/l,4.5,g/l,652,m³/h,322,m³/h,830,m³/h,1339,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
06.12.2025,14:00:00,3.06,g/l,0.00,m³/h,7.88,g/l,74.94,m³/h,2.0,EE,14.2,mg/l,10.0,mg/l,15.82,Tage,8.76,Tage,4.1,mg/l,3.5,mg/l,0.5,mg/l,67,mV,7.38,,4.4,g/l,4.5,g/l,759,m³/h,452,m³/h,1147,m³/h,1351,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,7.5,pH,1.60,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
06.12.2025,15:00:00,3.07,g/l,0.00,m³/h,7.82,g/l,74.95,m³/h,2.0,EE,14.2,mg/l,10.0,mg/l,16.10,Tage,11.03,Tage,5.5,mg/l,3.1,mg/l,0.4,mg/l,68,mV,7.38,,4.4,g/l,4.5,g/l,799,m³/h,568,m³/h,1335,m³/h,1339,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
06.12.2025,16:00:00,3.08,g/l,0.00,m³/h,7.80,g/l,74.93,m³/h,2.6,EE,14.2,mg/l,10.0,mg/l,15.91,Tage,7.60,Tage,6.9,mg/l,2.9,mg/l,0.4,mg/l,73,mV,7.36,,4.5,g/l,4.5,g/l,748,m³/h,684,m³/h,1302,m³/h,1365,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
06.12.2025,17:00:00,3.10,g/l,0.00,m³/h,7.69,g/l,74.95,m³/h,3.3,EE,13.3,mg/l,10.0,mg/l,16.22,Tage,7.93,Tage,7.0,mg/l,3.3,mg/l,0.3,mg/l,93,mV,7.31,,4.6,g/l,4.5,g/l,754,m³/h,781,m³/h,1324,m³/h,1377,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
06.12.2025,18:00:00,3.12,g/l,0.00,m³/h,7.49,g/l,74.91,m³/h,2.3,EE,13.9,mg/l,10.0,mg/l,16.79,Tage,8.36,Tage,5.5,mg/l,4.6,mg/l,0.3,mg/l,97,mV,7.28,,4.6,g/l,4.5,g/l,750,m³/h,731,m³/h,1260,m³/h,1342,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
06.12.2025,19:00:00,3.13,g/l,0.00,m³/h,7.60,g/l,74.81,m³/h,1.1,EE,14.2,mg/l,10.0,mg/l,16.70,Tage,8.64,Tage,3.9,mg/l,7.0,mg/l,0.2,mg/l,82,mV,7.29,,4.4,g/l,4.5,g/l,743,m³/h,637,m³/h,1220,m³/h,1375,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
06.12.2025,20:00:00,3.14,g/l,0.00,m³/h,7.66,g/l,74.86,m³/h,1.2,EE,14.2,mg/l,10.0,mg/l,16.52,Tage,8.81,Tage,4.4,mg/l,6.0,mg/l,0.2,mg/l,69,mV,7.33,,4.4,g/l,4.5,g/l,760,m³/h,634,m³/h,1159,m³/h,1386,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
06.12.2025,21:00:00,3.13,g/l,0.00,m³/h,7.63,g/l,74.87,m³/h,1.8,EE,14.2,mg/l,10.0,mg/l,16.51,Tage,8.25,Tage,5.5,mg/l,3.7,mg/l,0.3,mg/l,16,mV,7.33,,4.5,g/l,4.5,g/l,765,m³/h,603,m³/h,1100,m³/h,1390,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
06.12.2025,22:00:00,3.14,g/l,0.00,m³/h,7.62,g/l,74.75,m³/h,2.0,EE,14.2,mg/l,10.0,mg/l,16.58,Tage,7.58,Tage,5.8,mg/l,2.7,mg/l,0.3,mg/l,-49,mV,7.32,,4.5,g/l,4.5,g/l,735,m³/h,581,m³/h,1084,m³/h,1388,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
06.12.2025,23:00:00,3.13,g/l,0.00,m³/h,7.52,g/l,74.88,m³/h,2.0,EE,14.2,mg/l,10.0,mg/l,16.95,Tage,7.26,Tage,5.4,mg/l,2.5,mg/l,0.2,mg/l,-112,mV,7.30,,4.5,g/l,4.5,g/l,723,m³/h,577,m³/h,1045,m³/h,1389,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,00:00:00,3.13,g/l,0.00,m³/h,7.45,g/l,74.80,m³/h,2.0,EE,14.2,mg/l,10.0,mg/l,17.14,Tage,7.59,Tage,5.2,mg/l,2.7,mg/l,0.2,mg/l,-149,mV,7.30,,4.5,g/l,4.6,g/l,737,m³/h,569,m³/h,1080,m³/h,1390,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,01:00:00,3.12,g/l,0.00,m³/h,7.49,g/l,74.82,m³/h,2.0,EE,14.2,mg/l,10.0,mg/l,16.79,Tage,8.24,Tage,5.1,mg/l,2.3,mg/l,0.3,mg/l,-145,mV,7.31,,4.5,g/l,4.5,g/l,748,m³/h,616,m³/h,1179,m³/h,1391,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,02:00:00,3.12,g/l,0.00,m³/h,7.49,g/l,74.83,m³/h,2.0,EE,14.2,mg/l,10.0,mg/l,16.71,Tage,9.18,Tage,5.3,mg/l,2.4,mg/l,0.3,mg/l,-139,mV,7.31,,4.4,g/l,4.5,g/l,762,m³/h,639,m³/h,1252,m³/h,1391,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,03:00:00,3.12,g/l,0.00,m³/h,7.54,g/l,74.86,m³/h,2.7,EE,13.9,mg/l,10.0,mg/l,16.62,Tage,10.20,Tage,5.5,mg/l,2.0,mg/l,0.3,mg/l,-130,mV,7.29,,4.5,g/l,4.5,g/l,760,m³/h,647,m³/h,1225,m³/h,1380,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,04:00:00,3.12,g/l,0.00,m³/h,7.45,g/l,74.91,m³/h,3.2,EE,13.1,mg/l,10.0,mg/l,16.96,Tage,10.22,Tage,4.8,mg/l,2.5,mg/l,0.3,mg/l,-117,mV,7.24,,4.7,g/l,4.5,g/l,748,m³/h,644,m³/h,1110,m³/h,1360,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,05:00:00,3.12,g/l,0.00,m³/h,7.37,g/l,74.89,m³/h,1.6,EE,14.1,mg/l,10.0,mg/l,17.32,Tage,7.48,Tage,2.7,mg/l,5.3,mg/l,0.2,mg/l,-98,mV,7.21,,4.6,g/l,4.6,g/l,707,m³/h,552,m³/h,928,m³/h,1367,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,06:00:00,3.11,g/l,0.00,m³/h,7.40,g/l,74.92,m³/h,1.0,EE,14.1,mg/l,10.0,mg/l,17.15,Tage,6.00,Tage,1.1,mg/l,6.1,mg/l,0.2,mg/l,-102,mV,7.25,,4.5,g/l,4.6,g/l,715,m³/h,521,m³/h,951,m³/h,1318,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,07:00:00,3.10,g/l,0.00,m³/h,7.45,g/l,74.90,m³/h,1.3,EE,13.8,mg/l,10.0,mg/l,16.99,Tage,6.19,Tage,1.4,mg/l,4.8,mg/l,0.2,mg/l,-132,mV,7.28,,4.6,g/l,4.6,g/l,725,m³/h,503,m³/h,906,m³/h,1310,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,08:00:00,3.10,g/l,0.00,m³/h,7.34,g/l,74.89,m³/h,2.0,EE,13.6,mg/l,10.0,mg/l,17.41,Tage,7.25,Tage,2.6,mg/l,2.8,mg/l,0.2,mg/l,-116,mV,7.26,,4.6,g/l,4.7,g/l,719,m³/h,498,m³/h,877,m³/h,1280,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,09:00:00,3.09,g/l,0.00,m³/h,7.33,g/l,74.95,m³/h,2.0,EE,14.1,mg/l,10.0,mg/l,17.39,Tage,7.45,Tage,2.1,mg/l,2.9,mg/l,0.2,mg/l,-85,mV,7.23,,4.6,g/l,4.7,g/l,722,m³/h,499,m³/h,849,m³/h,1199,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,10:00:00,3.09,g/l,0.00,m³/h,7.41,g/l,74.96,m³/h,2.0,EE,14.2,mg/l,10.0,mg/l,17.23,Tage,7.38,Tage,1.2,mg/l,3.8,mg/l,0.1,mg/l,-100,mV,7.22,,4.6,g/l,4.7,g/l,703,m³/h,431,m³/h,731,m³/h,1121,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,11:00:00,3.08,g/l,0.00,m³/h,7.55,g/l,74.94,m³/h,2.0,EE,14.2,mg/l,10.0,mg/l,16.85,Tage,6.76,Tage,0.6,mg/l,4.2,mg/l,0.1,mg/l,-90,mV,7.22,,4.6,g/l,4.7,g/l,686,m³/h,398,m³/h,695,m³/h,1071,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,12:00:00,3.09,g/l,0.00,m³/h,7.49,g/l,74.98,m³/h,1.7,EE,14.3,mg/l,10.0,mg/l,16.86,Tage,6.49,Tage,0.5,mg/l,4.5,mg/l,0.1,mg/l,-88,mV,7.21,,4.5,g/l,4.6,g/l,709,m³/h,416,m³/h,715,m³/h,1106,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,60.0,mg/l,,mg/l,9.80,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,13:00:00,3.10,g/l,0.00,m³/h,7.52,g/l,74.81,m³/h,1.6,EE,14.5,mg/l,10.0,mg/l,16.58,Tage,5.93,Tage,1.2,mg/l,5.1,mg/l,0.1,mg/l,-123,mV,7.21,,4.4,g/l,4.6,g/l,731,m³/h,451,m³/h,891,m³/h,1299,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,14:00:00,3.11,g/l,0.00,m³/h,7.43,g/l,74.86,m³/h,1.7,EE,14.4,mg/l,10.0,mg/l,16.55,Tage,6.06,Tage,2.0,mg/l,4.6,mg/l,0.1,mg/l,-145,mV,7.23,,4.4,g/l,4.6,g/l,738,m³/h,568,m³/h,1085,m³/h,1359,m³/h,,mg/l,,mg/l,675,mg/l,282,mg/l,,mg/l,,mg/l,,mg/l,7.5,pH,1.30,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,15:00:00,3.13,g/l,0.00,m³/h,7.40,g/l,74.83,m³/h,1.8,EE,14.6,mg/l,10.0,mg/l,16.67,Tage,7.47,Tage,3.3,mg/l,4.6,mg/l,0.2,mg/l,-160,mV,7.24,,4.4,g/l,4.5,g/l,765,m³/h,614,m³/h,1191,m³/h,1343,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,16:00:00,3.14,g/l,0.00,m³/h,7.40,g/l,74.74,m³/h,1.7,EE,14.7,mg/l,10.0,mg/l,16.61,Tage,7.86,Tage,4.7,mg/l,4.2,mg/l,0.3,mg/l,-171,mV,7.26,,4.3,g/l,4.5,g/l,769,m³/h,614,m³/h,1256,m³/h,1379,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,17:00:00,3.13,g/l,0.00,m³/h,7.41,g/l,74.73,m³/h,2.0,EE,14.7,mg/l,10.0,mg/l,16.78,Tage,9.18,Tage,5.7,mg/l,3.9,mg/l,0.3,mg/l,-170,mV,7.26,,4.4,g/l,4.5,g/l,766,m³/h,670,m³/h,1204,m³/h,1390,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,18:00:00,3.13,g/l,0.00,m³/h,7.42,g/l,74.86,m³/h,2.0,EE,14.7,mg/l,10.0,mg/l,16.84,Tage,9.37,Tage,6.6,mg/l,3.5,mg/l,0.3,mg/l,-158,mV,7.26,,4.4,g/l,4.5,g/l,760,m³/h,655,m³/h,1220,m³/h,1386,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,19:00:00,3.13,g/l,0.00,m³/h,7.45,g/l,74.77,m³/h,2.0,EE,14.7,mg/l,10.0,mg/l,16.74,Tage,9.20,Tage,6.9,mg/l,4.0,mg/l,0.3,mg/l,-162,mV,7.25,,4.4,g/l,4.5,g/l,759,m³/h,658,m³/h,1165,m³/h,1385,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,20:00:00,3.13,g/l,0.00,m³/h,7.39,g/l,74.68,m³/h,2.9,EE,14.3,mg/l,10.0,mg/l,17.02,Tage,9.07,Tage,6.8,mg/l,4.0,mg/l,0.3,mg/l,-175,mV,7.23,,4.5,g/l,4.5,g/l,755,m³/h,648,m³/h,1168,m³/h,1389,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,21:00:00,3.13,g/l,0.00,m³/h,7.37,g/l,74.78,m³/h,2.6,EE,14.3,mg/l,10.0,mg/l,17.07,Tage,8.18,Tage,5.9,mg/l,4.6,mg/l,0.3,mg/l,-168,mV,7.19,,4.5,g/l,4.5,g/l,747,m³/h,607,m³/h,1144,m³/h,1387,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,22:00:00,3.13,g/l,0.00,m³/h,7.39,g/l,74.85,m³/h,1.4,EE,14.5,mg/l,10.0,mg/l,16.77,Tage,6.39,Tage,4.4,mg/l,5.6,mg/l,0.2,mg/l,-180,mV,7.21,,4.4,g/l,4.5,g/l,730,m³/h,627,m³/h,1157,m³/h,1383,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
07.12.2025,23:00:00,3.12,g/l,0.00,m³/h,7.37,g/l,74.91,m³/h,1.6,EE,14.1,mg/l,10.0,mg/l,16.91,Tage,8.55,Tage,4.5,mg/l,4.9,mg/l,0.3,mg/l,-191,mV,7.24,,4.4,g/l,4.5,g/l,760,m³/h,645,m³/h,1160,m³/h,1322,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
08.12.2025,00:00:00,3.12,g/l,0.00,m³/h,7.45,g/l,74.75,m³/h,1.8,EE,13.9,mg/l,10.0,mg/l,16.87,Tage,9.80,Tage,5.1,mg/l,4.2,mg/l,0.3,mg/l,-202,mV,7.25,,4.4,g/l,4.5,g/l,729,m³/h,575,m³/h,1150,m³/h,1222,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
08.12.2025,01:00:00,3.12,g/l,0.00,m³/h,7.59,g/l,74.79,m³/h,2.0,EE,14.4,mg/l,10.0,mg/l,16.62,Tage,9.72,Tage,5.3,mg/l,3.4,mg/l,0.4,mg/l,-210,mV,7.26,,4.4,g/l,4.5,g/l,749,m³/h,578,m³/h,1094,m³/h,1323,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
08.12.2025,02:00:00,3.11,g/l,0.00,m³/h,7.76,g/l,74.84,m³/h,2.1,EE,14.7,mg/l,10.0,mg/l,15.91,Tage,8.89,Tage,5.6,mg/l,2.6,mg/l,0.4,mg/l,-229,mV,7.30,,4.3,g/l,4.4,g/l,794,m³/h,662,m³/h,998,m³/h,1210,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
08.12.2025,03:00:00,3.11,g/l,0.00,m³/h,8.50,g/l,74.96,m³/h,3.0,EE,14.7,mg/l,10.0,mg/l,13.90,Tage,9.04,Tage,7.4,mg/l,1.8,mg/l,0.6,mg/l,-245,mV,7.28,,4.2,g/l,4.3,g/l,825,m³/h,821,m³/h,791,m³/h,813,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
08.12.2025,04:00:00,3.10,g/l,0.00,m³/h,9.08,g/l,74.95,m³/h,3.0,EE,14.3,mg/l,10.0,mg/l,12.57,Tage,7.89,Tage,7.4,mg/l,1.7,mg/l,0.4,mg/l,-250,mV,7.20,,4.1,g/l,4.2,g/l,752,m³/h,644,m³/h,972,m³/h,878,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
08.12.2025,05:00:00,3.09,g/l,0.00,m³/h,8.90,g/l,74.99,m³/h,2.2,EE,14.2,mg/l,10.0,mg/l,12.73,Tage,5.98,Tage,5.3,mg/l,4.0,mg/l,0.2,mg/l,-224,mV,7.13,,4.1,g/l,4.1,g/l,813,m³/h,670,m³/h,1309,m³/h,1123,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
08.12.2025,06:00:00,3.09,g/l,0.00,m³/h,8.25,g/l,74.86,m³/h,1.5,EE,14.2,mg/l,10.0,mg/l,14.04,Tage,4.73,Tage,3.1,mg/l,5.5,mg/l,0.1,mg/l,-230,mV,7.11,,4.1,g/l,4.2,g/l,884,m³/h,784,m³/h,1384,m³/h,1617,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
08.12.2025,07:00:00,3.08,g/l,0.00,m³/h,7.30,g/l,74.97,m³/h,1.0,EE,14.2,mg/l,10.0,mg/l,16.36,Tage,5.20,Tage,2.2,mg/l,6.2,mg/l,0.1,mg/l,-226,mV,7.14,,4.2,g/l,4.4,g/l,820,m³/h,800,m³/h,1243,m³/h,1706,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
08.12.2025,08:00:00,3.08,g/l,0.00,m³/h,7.19,g/l,74.88,m³/h,1.2,EE,10.4,mg/l,10.0,mg/l,17.03,Tage,5.57,Tage,1.0,mg/l,5.1,mg/l,0.1,mg/l,-241,mV,7.15,,4.3,g/l,4.5,g/l,719,m³/h,687,m³/h,1027,m³/h,1500,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
08.12.2025,09:00:00,3.09,g/l,0.00,m³/h,7.36,g/l,74.93,m³/h,2.0,EE,10.0,mg/l,10.0,mg/l,16.89,Tage,6.44,Tage,0.6,mg/l,4.0,mg/l,0.1,mg/l,-247,mV,7.14,,4.4,g/l,4.5,g/l,671,m³/h,581,m³/h,947,m³/h,1371,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
08.12.2025,10:00:00,3.10,g/l,0.00,m³/h,7.39,g/l,74.92,m³/h,2.0,EE,10.0,mg/l,10.0,mg/l,16.89,Tage,6.61,Tage,0.3,mg/l,4.5,mg/l,0.1,mg/l,-270,mV,7.14,,4.4,g/l,4.5,g/l,697,m³/h,481,m³/h,891,m³/h,1390,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
08.12.2025,11:00:00,3.11,g/l,0.00,m³/h,7.45,g/l,74.97,m³/h,1.7,EE,10.0,mg/l,10.0,mg/l,16.54,Tage,6.28,Tage,0.4,mg/l,5.1,mg/l,0.1,mg/l,-259,mV,7.16,,4.4,g/l,4.5,g/l,717,m³/h,426,m³/h,1002,m³/h,1404,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,7.80,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
08.12.2025,12:00:00,3.13,g/l,0.00,m³/h,7.48,g/l,75.01,m³/h,1.5,EE,10.0,mg/l,10.0,mg/l,16.31,Tage,6.70,Tage,0.8,mg/l,5.1,mg/l,0.1,mg/l,-238,mV,7.20,,4.3,g/l,4.5,g/l,749,m³/h,531,m³/h,1077,m³/h,1408,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,44.0,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
08.12.2025,13:00:00,3.13,g/l,0.00,m³/h,7.53,g/l,74.83,m³/h,2.1,EE,10.0,mg/l,10.0,mg/l,16.57,Tage,10.10,Tage,1.8,mg/l,4.0,mg/l,0.4,mg/l,-215,mV,7.21,,4.4,g/l,4.5,g/l,698,m³/h,575,m³/h,1028,m³/h,1241,m³/h,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,mg/l,,pH,,mS/cm,,g/l,,g/l,,g/l,,g/l,,g/l
